epoch,batch,global_step,layer1_weight,layer1_bias,layer2_weight,layer2_bias,layer3_weight,layer3_bias,is_anomaly
8,41,740,0.46421,0.092832,0.2813,0.043305,0.738401,0.177497,0
8,42,741,0.459,0.082357,0.27334,0.036982,0.731715,0.186761,0
8,43,742,0.438112,0.088002,0.276449,0.040654,0.742812,0.174765,0
8,44,743,0.46528,0.08357,0.269981,0.036691,0.743247,0.187391,0
8,45,744,0.465051,0.084853,0.284592,0.044987,0.70465,0.180951,0
8,46,745,0.460865,0.087155,0.264524,0.045368,0.74956,0.177932,0
8,47,746,0.472959,0.077524,0.286136,0.041879,0.73917,0.167371,0
8,48,747,0.449286,0.087553,0.278302,0.039955,0.750496,0.164376,0
8,49,748,0.476999,0.086989,0.275147,0.039977,0.736525,0.180823,0
8,50,749,0.483882,0.084711,0.266775,0.037131,0.749399,0.177172,0
8,51,750,0.470806,0.084209,0.27164,0.040896,0.725635,0.189436,0
8,52,751,0.457081,0.07972,0.275599,0.046895,0.733671,0.172247,0
8,53,752,0.478828,0.086729,0.282592,0.045357,0.726004,0.17166,0
8,54,753,0.470305,0.08639,0.278046,0.032099,0.764426,0.172044,0
8,55,754,0.454176,0.073906,0.280277,0.038055,0.726804,0.169145,0
8,56,755,0.48037,0.081471,0.279101,0.037293,0.73558,0.174237,0
8,57,756,0.472111,0.080666,0.285308,0.042264,0.735625,0.173069,0
8,58,757,0.465224,0.085733,0.275192,0.052214,0.7551,0.172964,0
8,59,758,0.463559,0.081334,0.280771,0.048228,0.723596,0.170491,0
8,60,759,0.482035,0.089829,0.284785,0.041353,0.735844,0.16852,0
8,61,760,0.47486,0.083746,0.276066,0.04308,0.749903,0.168379,0
8,62,761,0.451364,0.074357,0.276078,0.048181,0.759216,0.179302,0
8,63,762,0.471433,0.082504,0.273023,0.03967,0.714314,0.184863,0
8,64,763,0.45005,0.083718,0.291218,0.050745,0.71903,0.174983,0
8,65,764,0.464666,0.081537,0.277661,0.04045,0.758251,0.180362,0
8,66,765,0.461082,0.095116,0.287659,0.034962,0.735039,0.169841,0
8,67,766,0.454022,0.084851,0.256161,0.038,0.739157,0.182094,0
8,68,767,0.471747,0.077403,0.278823,0.042594,0.759213,0.175609,0
8,69,768,0.448337,0.083536,0.273314,0.041764,0.748741,0.180285,0
8,70,769,0.476454,0.080463,0.278091,0.041537,0.737724,0.167146,0
8,71,770,0.471761,0.081493,0.271896,0.047152,0.750327,0.178152,0
8,72,771,0.461366,0.081272,0.284103,0.039516,0.756142,0.174975,0
8,73,772,0.461639,0.08307,0.2766,0.045855,0.730286,0.176083,0
8,74,773,0.460352,0.093581,0.275558,0.041319,0.736108,0.16891,0
8,75,774,0.472658,0.084354,0.272903,0.047166,0.756694,0.184312,0
8,76,775,0.479387,0.085706,0.274609,0.045123,0.750088,0.173321,0
8,77,776,0.449597,0.084542,0.267805,0.038306,0.731163,0.179583,0
8,78,777,0.461666,0.078725,0.28012,0.046756,0.73689,0.175474,0
8,79,778,0.466468,0.099949,0.275679,0.041743,0.746683,0.186532,0
8,80,779,0.466684,0.09728,0.28161,0.037592,0.741062,0.168946,0
8,81,780,0.461742,0.080111,0.272228,0.048145,0.738841,0.173245,0
8,82,781,0.448437,0.08494,0.284412,0.039949,0.756367,0.172265,0
8,83,782,0.470808,0.094848,0.262445,0.040795,0.752617,0.167858,0
8,84,783,0.461632,0.087091,0.290597,0.049964,0.736616,0.173316,0
8,85,784,0.447082,0.083057,0.277302,0.040148,0.740638,0.191867,0
8,86,785,0.470903,0.085498,0.287965,0.042809,0.734219,0.165748,0
8,87,786,0.464493,0.077469,0.286465,0.042261,0.73419,0.171357,0
8,88,787,0.450796,0.090202,0.279227,0.04119,0.744737,0.176444,0
8,89,788,0.481304,0.081342,0.288808,0.041365,0.746645,0.180765,0
8,90,789,0.471306,0.093452,0.27426,0.042249,0.730599,0.174251,0
8,91,790,0.451079,0.092255,0.281296,0.050581,0.731395,0.177058,0
8,92,791,0.442709,0.087605,0.278858,0.04186,0.732036,0.170901,0
8,93,792,0.465519,0.094532,0.288124,0.036059,0.730199,0.178769,0
8,94,793,0.464203,0.08409,0.291525,0.041057,0.750576,0.168607,0
8,95,794,0.471137,0.079333,0.276373,0.036534,0.734305,0.181202,0
8,96,795,0.448952,0.080858,0.290215,0.042342,0.724372,0.174261,0
8,97,796,0.473803,0.083368,0.291246,0.041659,0.735888,0.179965,0
8,98,797,0.45966,0.09149,0.283807,0.037495,0.751146,0.174516,0
8,99,798,0.458072,0.091732,0.278785,0.042843,0.746968,0.182617,0
8,100,799,0.466137,0.084858,0.285943,0.041646,0.736479,0.186359,0
9,1,800,0.455464,0.091316,0.282403,0.043262,0.732138,0.17799,0
9,2,801,0.46124,0.085307,0.272967,0.045605,0.751386,0.181789,0
9,3,802,0.46068,0.077781,0.281322,0.042565,0.766963,0.184684,0
9,4,803,0.461487,0.078922,0.261998,0.03848,0.735187,0.163277,0
9,5,804,0.457646,0.080611,0.273148,0.048856,0.743626,0.172518,0
9,6,805,0.45207,0.080054,0.283934,0.040271,0.722464,0.175591,0
9,7,806,0.459293,0.08822,0.27943,0.050859,0.750533,0.184514,0
9,8,807,0.461281,0.088729,0.271316,0.042361,0.727667,0.178178,0
9,9,808,0.463735,0.083151,0.26034,0.036098,0.721593,0.170462,0
9,10,809,0.470203,0.087584,0.284305,0.044344,0.737796,0.182326,0
9,11,810,0.472211,0.072071,0.273376,0.040677,0.749032,0.185128,0
9,12,811,0.447736,0.078074,0.273796,0.040617,0.716419,0.179569,0
9,13,812,0.455065,0.083562,0.275397,0.048632,0.701029,0.169898,0
9,14,813,0.456767,0.08311,0.270349,0.042128,0.742498,0.174192,0
9,15,814,0.459226,0.075018,0.279272,0.040056,0.750018,0.179126,0
9,16,815,0.455536,0.077488,0.269908,0.046858,0.75265,0.168661,0
9,17,816,0.465056,0.074881,0.262696,0.043799,0.711332,0.172839,0
9,18,817,0.457733,0.081831,0.282247,0.042971,0.726876,0.175716,0
9,19,818,0.466963,0.089713,0.270575,0.039723,0.731735,0.174599,0
9,20,819,0.467884,0.082092,0.280564,0.042702,0.743118,0.167364,0
9,21,820,0.465236,0.080458,0.255401,0.037473,0.733667,0.175783,0
9,22,821,0.459765,0.083418,0.284203,0.03943,0.732637,0.168834,0
9,23,822,0.451825,0.082988,0.279417,0.040777,0.727826,0.171414,0
9,24,823,0.454312,0.07686,0.275931,0.041045,0.7303,0.176503,0
9,25,824,0.464327,0.082317,0.270744,0.037584,0.726962,0.175398,0
9,26,825,0.449095,0.075195,0.281805,0.039852,0.723956,0.168687,0
9,27,826,0.454669,0.082402,0.283793,0.034498,0.757522,0.189885,0
9,28,827,0.451461,0.082136,0.271843,0.044977,0.732489,0.169725,0
9,29,828,0.446763,0.075209,0.291102,0.03915,0.732112,0.172773,0
9,30,829,0.464349,0.075828,0.264057,0.040114,0.730461,0.164798,0
9,31,830,0.473433,0.092503,0.273114,0.043456,0.718817,0.178842,0
9,32,831,0.455557,0.081051,0.272469,0.045489,0.724096,0.18548,0
9,33,832,0.448235,0.083355,0.271118,0.040305,0.743056,0.184039,0
9,34,833,0.460193,0.07943,0.267078,0.037085,0.728109,0.176508,0
9,35,834,0.47346,0.08893,0.270299,0.036073,0.738798,0.161075,0
9,36,835,0.476563,0.074665,0.282295,0.041248,0.729227,0.166731,0
9,37,836,0.476051,0.08832,0.270169,0.037625,0.716698,0.183759,0
9,38,837,0.463401,0.08491,0.272435,0.044273,0.732854,0.172675,0
9,39,838,0.450117,0.086239,0.274348,0.043576,0.727514,0.167605,0
9,40,839,0.466888,0.081281,0.272427,0.047139,0.728634,0.171035,0
9,41,840,0.475684,0.076208,0.278945,0.049884,0.733157,0.173216,0
9,42,841,0.450249,0.082706,0.264894,0.047818,0.746579,0.17458,0
9,43,842,0.454241,0.077634,0.260643,0.038996,0.715184,0.171003,0
9,44,843,0.461407,0.079523,0.275231,0.049254,0.728378,0.177017,0
9,45,844,0.453028,0.088373,0.273695,0.044006,0.740532,0.171965,0
9,46,845,0.465529,0.081149,0.277446,0.039702,0.733,0.168202,0
9,47,846,0.452298,0.082805,0.275692,0.039075,0.730775,0.168587,0
9,48,847,0.460381,0.088921,0.258756,0.031299,0.727449,0.166319,0
9,49,848,0.466804,0.077349,0.277757,0.041578,0.73633,0.171441,0
9,50,849,0.475292,0.079068,0.280473,0.041271,0.728147,0.178324,0
9,51,850,0.426871,0.089362,0.284342,0.049049,0.73179,0.166744,0
9,52,851,0.44738,0.091223,0.292386,0.043403,0.73179,0.1667,0
9,53,852,0.454508,0.085366,0.269754,0.042068,0.71453,0.180963,0
9,54,853,0.455339,0.082259,0.264711,0.044509,0.72125,0.171491,0
9,55,854,0.440239,0.081766,0.280742,0.039947,0.728983,0.175354,0
9,56,855,0.456887,0.08787,0.265941,0.039952,0.71502,0.179998,0
9,57,856,0.458123,0.076862,0.266052,0.035599,0.718719,0.182464,0
9,58,857,0.448787,0.086658,0.266081,0.041587,0.732074,0.188257,0
9,59,858,0.46395,0.093531,0.261223,0.03805,0.728517,0.171757,0
9,60,859,0.47109,0.075707,0.272628,0.045593,0.730918,0.168354,0
9,61,860,0.44943,0.083826,0.262988,0.044652,0.732587,0.175339,0
9,62,861,0.449692,0.080041,0.27263,0.041026,0.721152,0.162031,0
9,63,862,0.458263,0.088758,0.289784,0.044417,0.74763,0.178741,0
9,64,863,0.466362,0.086272,0.272468,0.041205,0.726906,0.177838,0
9,65,864,0.433248,0.091335,0.272316,0.043182,0.748373,0.175882,0
9,66,865,0.480724,0.088136,0.275724,0.04705,0.716776,0.172318,0
9,67,866,0.462305,0.085341,0.289774,0.035008,0.750036,0.170663,0
9,68,867,0.445771,0.084678,0.265091,0.044291,0.722684,0.166712,0
9,69,868,0.453826,0.082811,0.27953,0.04565,0.726839,0.167695,0
9,70,869,0.441943,0.078167,0.268177,0.040479,0.721348,0.178172,0
9,71,870,0.453161,0.081722,0.262263,0.038873,0.725587,0.17154,0
9,72,871,0.471228,0.085021,0.267413,0.041668,0.731808,0.181158,0
9,73,872,0.456819,0.090018,0.284167,0.042068,0.727093,0.17688,0
9,74,873,0.457135,0.080512,0.270133,0.036418,0.736839,0.16889,0
9,75,874,0.457572,0.088271,0.256562,0.049333,0.724977,0.174627,0
9,76,875,0.458989,0.087487,0.277903,0.048294,0.736268,0.185538,0
9,77,876,0.482311,0.079608,0.285684,0.041347,0.742653,0.169589,0
9,78,877,0.47194,0.084653,0.281178,0.032574,0.728813,0.176153,0
9,79,878,0.452441,0.082684,0.28311,0.032105,0.736832,0.171657,0
9,80,879,0.468325,0.087616,0.272549,0.044713,0.740097,0.173106,0
9,81,880,0.464379,0.082189,0.265231,0.034461,0.739582,0.170319,0
9,82,881,0.442861,0.082154,0.272204,0.042709,0.74439,0.165593,0
9,83,882,0.454036,0.081673,0.276888,0.042559,0.736428,0.176908,0
9,84,883,0.467518,0.08327,0.261557,0.040711,0.731693,0.166642,0
9,85,884,0.461873,0.08315,0.260314,0.042566,0.728602,0.176578,0
9,86,885,0.448042,0.079609,0.273601,0.041742,0.726911,0.17091,0
9,87,886,0.447993,0.07949,0.299771,0.042824,0.71256,0.178476,0
9,88,887,0.45354,0.080061,0.286263,0.043396,0.740716,0.176,0
9,89,888,0.467692,0.082914,0.287773,0.044522,0.731504,0.174869,0
9,90,889,0.454649,0.083326,0.270001,0.042461,0.729136,0.177972,0
9,91,890,0.441828,0.091154,0.272165,0.040776,0.72469,0.17037,0
9,92,891,0.459894,0.081642,0.278223,0.041385,0.726437,0.175299,0
9,93,892,0.457442,0.085175,0.268287,0.043921,0.717764,0.169805,0
9,94,893,0.465507,0.077295,0.267619,0.046092,0.721713,0.172081,0
9,95,894,0.463767,0.085815,0.27748,0.041354,0.722187,0.16829,0
9,96,895,0.448317,0.082299,0.270749,0.036537,0.730532,0.170657,0
9,97,896,0.439562,0.080223,0.272439,0.037539,0.736129,0.172727,0
9,98,897,0.447279,0.082631,0.262989,0.043188,0.716994,0.178599,0
9,99,898,0.443874,0.078651,0.276107,0.045702,0.748159,0.173308,0
9,100,899,0.466038,0.077309,0.276392,0.031643,0.714621,0.17583,0
10,1,900,0.464065,0.079493,0.265248,0.039103,0.71641,0.172393,0
10,2,901,0.471694,0.078383,0.284101,0.036825,0.728793,0.180069,0
10,3,902,0.460451,0.084066,0.26862,0.043444,0.75019,0.17577,0
10,4,903,0.44024,0.084241,0.264776,0.03861,0.753703,0.17139,0
10,5,904,0.445323,0.079683,0.282872,0.041131,0.708941,0.176144,0
10,6,905,0.448688,0.087156,0.287056,0.037546,0.725281,0.175182,0
10,7,906,0.452451,0.080655,0.273212,0.041225,0.729487,0.169227,0
10,8,907,0.454202,0.079666,0.275382,0.033671,0.718674,0.17111,0
10,9,908,0.454789,0.082724,0.268894,0.040857,0.712777,0.171741,0
10,10,909,0.428951,0.07618,0.284441,0.044232,0.743108,0.181056,0
10,11,910,0.444127,0.087534,0.273217,0.050876,0.722819,0.184537,0
10,12,911,0.471417,0.076665,0.26879,0.036758,0.712361,0.176672,0
10,13,912,0.459962,0.072473,0.282934,0.039484,0.733429,0.176364,0
10,14,913,0.433114,0.082026,0.274216,0.036733,0.72873,0.170444,0
10,15,914,0.448663,0.079688,0.268879,0.045802,0.726389,0.173055,0
10,16,915,0.467743,0.084939,0.278045,0.043275,0.710237,0.167293,0
10,17,916,0.443555,0.072319,0.261748,0.039814,0.725887,0.167762,0
10,18,917,0.465056,0.080852,0.278061,0.041643,0.709815,0.171946,0
10,19,918,0.446649,0.08355,0.261721,0.040879,0.733429,0.177906,0
10,20,919,0.455891,0.089356,0.260579,0.037166,0.760134,0.170791,0
10,21,920,0.426311,0.082805,0.278878,0.037153,0.720751,0.177942,0
10,22,921,0.451669,0.077818,0.270019,0.035735,0.728892,0.171475,0
10,23,922,0.455967,0.074328,0.276281,0.039457,0.724241,0.17863,0
10,24,923,0.468295,0.085304,0.264465,0.032025,0.739106,0.172978,0
10,25,924,0.445184,0.079399,0.276479,0.036306,0.724766,0.178815,0
10,26,925,0.465086,0.081539,0.253556,0.036327,0.73516,0.162948,0
10,27,926,0.468396,0.078605,0.267072,0.04053,0.730131,0.171295,0
10,28,927,0.454852,0.083686,0.268988,0.044089,0.727628,0.176923,0
10,29,928,0.447276,0.078286,0.281955,0.043262,0.713484,0.173245,0
10,30,929,0.46316,0.080794,0.273073,0.028644,0.720973,0.17416,0
10,31,930,0.451397,0.080572,0.261443,0.039882,0.710461,0.161013,0
10,32,931,0.450744,0.082479,0.267962,0.033528,0.736753,0.159037,0
10,33,932,0.455705,0.077728,0.257336,0.037476,0.716455,0.167401,0
10,34,933,0.45636,0.082131,0.279694,0.040137,0.734854,0.170977,0
10,35,934,0.426917,0.083208,0.275429,0.042562,0.718981,0.180918,0
10,36,935,0.459196,0.089894,0.269414,0.038037,0.707222,0.181264,0
10,37,936,0.484367,0.082905,0.261501,0.039856,0.713423,0.169545,0
10,38,937,0.439217,0.089223,0.274281,0.039728,0.734132,0.174716,0
10,39,938,0.454439,0.084591,0.277885,0.041271,0.722315,0.181042,0
10,40,939,0.457189,0.078172,0.265367,0.039195,0.718973,0.163081,0
10,41,940,0.465659,0.083972,0.251004,0.043165,0.718102,0.174518,0
10,42,941,0.451928,0.081068,0.282525,0.040511,0.737746,0.177409,0
10,43,942,0.464066,0.07887,0.277466,0.03669,0.710419,0.183598,0
10,44,943,0.454034,0.079039,0.271351,0.035366,0.724395,0.165214,0
10,45,944,0.455342,0.073709,0.278492,0.040532,0.717974,0.17616,0
10,46,945,0.471228,0.081014,0.270999,0.03893,0.73856,0.168501,0
10,47,946,0.465968,0.085241,0.26958,0.046033,0.733295,0.17002,0
10,48,947,0.444331,0.081083,0.274058,0.033782,0.721968,0.169772,0
10,49,948,0.448785,0.078631,0.279241,0.040346,0.745713,0.175533,0
10,50,949,0.449009,0.085317,0.260872,0.037215,0.729548,0.178885,0
10,51,950,0.451099,0.071581,0.247486,0.034382,0.723764,0.171105,0
10,52,951,0.44137,0.078915,0.271739,0.041413,0.71445,0.176879,0
10,53,952,0.446976,0.086334,0.270378,0.037702,0.734953,0.184296,0
10,54,953,0.462711,0.077912,0.271623,0.03534,0.721301,0.167653,0
10,55,954,0.449429,0.083581,0.270424,0.033003,0.714727,0.162264,0
10,56,955,0.454815,0.076963,0.273325,0.03857,0.709941,0.175802,0
10,57,956,0.446117,0.086777,0.267371,0.043054,0.717389,0.169976,0
10,58,957,0.453061,0.07881,0.28534,0.03578,0.716677,0.165861,0
10,59,958,0.46688,0.077336,0.265476,0.035791,0.739035,0.177986,0
10,60,959,0.438983,0.081673,0.275625,0.032145,0.719424,0.18094,0
10,61,960,0.45849,0.075379,0.268859,0.039885,0.71177,0.165381,0
10,62,961,0.462734,0.078598,0.270965,0.042637,0.715937,0.174577,0
10,63,962,0.427215,0.079626,0.277974,0.042869,0.707459,0.164122,0
10,64,963,0.431531,0.080674,0.273601,0.039238,0.729264,0.172452,0
10,65,964,0.453134,0.075955,0.266453,0.042276,0.739888,0.170852,0
10,66,965,0.454205,0.0804,0.280884,0.038188,0.7199,0.177403,0
10,67,966,0.477216,0.075287,0.270502,0.041727,0.725931,0.169882,0
10,68,967,0.440491,0.091411,0.26923,0.042718,0.718624,0.168861,0
10,69,968,0.449994,0.078605,0.280332,0.035533,0.715634,0.165569,0
10,70,969,0.457173,0.085471,0.269761,0.034803,0.70611,0.176089,0
10,71,970,0.452643,0.082486,0.274673,0.036565,0.710694,0.17519,0
10,72,971,0.457938,0.075399,0.274607,0.045861,0.722521,0.176845,0
10,73,972,0.440779,0.080519,0.276225,0.039518,0.736067,0.168248,0
10,74,973,0.454171,0.083303,0.280343,0.035521,0.706416,0.178349,0
10,75,974,0.451411,0.06859,0.269256,0.037248,0.733097,0.17675,0
10,76,975,0.436277,0.083453,0.275785,0.045231,0.747419,0.160595,0
10,77,976,0.452925,0.080547,0.268847,0.04435,0.708703,0.164473,0
10,78,977,0.438864,0.080217,0.269366,0.037084,0.732325,0.170333,0
10,79,978,0.450858,0.077626,0.270604,0.043069,0.716824,0.17377,0
10,80,979,0.445251,0.084678,0.271118,0.046294,0.707831,0.161773,0
10,81,980,0.437173,0.083508,0.270567,0.038281,0.716956,0.167017,0
10,82,981,0.437729,0.08436,0.268844,0.048345,0.715206,0.175646,0
10,83,982,0.443471,0.084067,0.275139,0.034538,0.707899,0.155321,0
10,84,983,0.449228,0.071883,0.261725,0.038258,0.713292,0.171217,0
10,85,984,0.4506,0.085897,0.26384,0.03346,0.717052,0.160894,0
10,86,985,0.431207,0.08898,0.26615,0.0336,0.731978,0.166078,0
10,87,986,0.445291,0.082004,0.275166,0.043214,0.720043,0.173592,0
10,88,987,0.449223,0.073034,0.275183,0.040299,0.716077,0.178057,0
10,89,988,0.450377,0.081828,0.2672,0.033452,0.719285,0.172368,0
10,90,989,0.428625,0.072512,0.286746,0.03574,0.738005,0.164725,0
10,91,990,0.442298,0.088161,0.270906,0.041943,0.717589,0.174252,0
10,92,991,0.467747,0.077122,0.276383,0.042046,0.707897,0.171553,0
10,93,992,0.45398,0.080891,0.269659,0.039806,0.71956,0.168034,0
10,94,993,0.476918,0.073093,0.265532,0.038047,0.745046,0.162289,0
10,95,994,0.453636,0.086302,0.279907,0.038256,0.722808,0.158995,0
10,96,995,0.448386,0.071673,0.273389,0.033264,0.722179,0.162791,0
10,97,996,0.456079,0.085826,0.282598,0.036949,0.738308,0.161327,0
10,98,997,0.440847,0.083132,0.27765,0.043691,0.722818,0.170882,0
10,99,998,0.455514,0.08106,0.276802,0.033511,0.718585,0.161757,0
10,100,999,0.445309,0.080656,0.276082,0.031739,0.713815,0.172217,0
11,1,1000,0.461009,0.085015,0.272995,0.043529,0.722581,0.173332,0
11,2,1001,0.443626,0.086297,0.282142,0.04551,0.715023,0.164247,0
11,3,1002,0.453186,0.076792,0.273345,0.035639,0.727449,0.178213,0
11,4,1003,0.43603,0.080927,0.287027,0.036496,0.71905,0.178391,0
11,5,1004,0.442471,0.074971,0.279673,0.035176,0.717319,0.169486,0
11,6,1005,0.454321,0.077888,0.27957,0.056053,0.727895,0.170448,0
11,7,1006,0.447563,0.077207,0.269691,0.047052,0.734486,0.168867,0
11,8,1007,0.449159,0.071227,0.275489,0.044033,0.690329,0.164843,0
11,9,1008,0.444443,0.075679,0.275577,0.038047,0.725865,0.163091,0
11,10,1009,0.452075,0.084432,0.265469,0.03673,0.735609,0.160592,0
11,11,1010,0.458101,0.076361,0.263168,0.03906,0.70366,0.16393,0
11,12,1011,0.438954,0.083161,0.273304,0.04593,0.72595,0.176021,0
11,13,1012,0.436529,0.079151,0.269328,0.038905,0.724367,0.173446,0
11,14,1013,0.441993,0.085226,0.272408,0.035796,0.716636,0.15915,0
11,15,1014,0.443555,0.087643,0.260331,0.042686,0.74512,0.176044,0
11,16,1015,0.435629,0.077642,0.264054,0.036972,0.714884,0.168937,0
11,17,1016,0.442378,0.078882,0.267956,0.047186,0.721507,0.159838,0
11,18,1017,0.447899,0.073593,0.283554,0.03555,0.726569,0.17069,0
11,19,1018,0.454716,0.076847,0.278308,0.037296,0.720523,0.161701,0
11,20,1019,0.452731,0.071108,0.273408,0.036532,0.733836,0.167318,0
11,21,1020,0.439838,0.085945,0.269404,0.039193,0.725502,0.16337,0
11,22,1021,0.437953,0.07408,0.276064,0.04189,0.703274,0.165655,0
11,23,1022,0.45796,0.077456,0.27395,0.034355,0.710168,0.169969,0
11,24,1023,0.45133,0.079932,0.268001,0.038585,0.713045,0.170702,0
11,25,1024,0.437014,0.074525,0.272471,0.045647,0.719909,0.16681,0
11,26,1025,0.461839,0.080433,0.263894,0.039083,0.711676,0.17712,0
11,27,1026,0.454437,0.075776,0.27077,0.040838,0.699271,0.170736,0
11,28,1027,0.449006,0.080756,0.279889,0.035012,0.713734,0.17319,0
11,29,1028,0.476136,0.082511,0.278208,0.038492,0.705845,0.167274,0
11,30,1029,0.452583,0.078348,0.26614,0.038991,0.726374,0.174174,0
11,31,1030,0.441993,0.081745,0.267564,0.045963,0.712583,0.170172,0
11,32,1031,0.447721,0.078047,0.264959,0.037931,0.730864,0.165479,0
11,33,1032,0.43443,0.081956,0.257732,0.042192,0.711354,0.16909,0
11,34,1033,0.45762,0.075305,0.264153,0.041488,0.723115,0.154405,0
11,35,1034,0.455269,0.078602,0.254137,0.042359,0.710498,0.172244,0
11,36,1035,0.4405,0.083622,0.259443,0.048632,0.744055,0.178746,0
11,37,1036,0.459865,0.078799,0.256492,0.045653,0.730666,0.168732,0
11,38,1037,0.429939,0.083985,0.256064,0.040777,0.706916,0.16033,0
11,39,1038,0.456482,0.072902,0.262801,0.030069,0.690748,0.179649,0
11,40,1039,0.439812,0.077728,0.275819,0.037552,0.719732,0.168753,0
11,41,1040,0.450933,0.074316,0.272414,0.037714,0.718328,0.177104,0
11,42,1041,0.43003,0.076828,0.268992,0.047283,0.693201,0.168193,0
11,43,1042,0.445772,0.080819,0.270216,0.045843,0.722022,0.176707,0
11,44,1043,0.445593,0.073344,0.272578,0.038026,0.708499,0.171702,0
11,45,1044,0.443017,0.084915,0.265538,0.042088,0.718635,0.173143,0
11,46,1045,0.457838,0.078662,0.274966,0.042311,0.70712,0.163161,0
11,47,1046,0.457064,0.078189,0.276807,0.041233,0.719776,0.166376,0
11,48,1047,0.447108,0.081716,0.268961,0.040028,0.736921,0.1758,0
11,49,1048,0.440581,0.078175,0.271035,0.042922,0.725151,0.161904,0
11,50,1049,0.43768,0.085702,0.280236,0.040565,0.724586,0.173135,0
11,51,1050,0.434223,0.089049,0.277025,0.037462,0.703644,0.171529,0
11,52,1051,0.454884,0.076148,0.259541,0.041033,0.709519,0.169347,0
11,53,1052,0.45455,0.08199,0.262133,0.034807,0.716029,0.171806,0
11,54,1053,0.450328,0.086452,0.270051,0.032937,0.718198,0.180674,0
11,55,1054,0.445037,0.079399,0.269934,0.04402,0.716697,0.176044,0
11,56,1055,0.440558,0.069815,0.270556,0.047666,0.721099,0.17247,0
11,57,1056,0.457046,0.088923,0.280224,0.042661,0.715942,0.169578,0
11,58,1057,0.435882,0.079109,0.265954,0.033552,0.714992,0.166379,0
11,59,1058,0.44389,0.075757,0.275673,0.031808,0.69153,0.16828,0
11,60,1059,0.44166,0.07423,0.268171,0.037644,0.733893,0.166285,0
11,61,1060,0.445052,0.081581,0.27337,0.042326,0.718674,0.169363,0
11,62,1061,0.450205,0.088923,0.277855,0.040606,0.72539,0.162955,0
11,63,1062,0.461772,0.074906,0.264271,0.048106,0.716195,0.17908,0
11,64,1063,0.443795,0.083453,0.278972,0.03523,0.710731,0.1736,0
11,65,1064,0.456895,0.084237,0.264483,0.040209,0.700378,0.162707,0
11,66,1065,0.437081,0.07512,0.25953,0.04117,0.691188,0.161981,0
11,67,1066,0.428673,0.078839,0.281136,0.046034,0.693049,0.16981,0
11,68,1067,0.445515,0.084801,0.272787,0.036469,0.7231,0.154528,0
11,69,1068,0.447383,0.077626,0.266828,0.038621,0.714829,0.171201,0
11,70,1069,0.450567,0.082751,0.263482,0.039072,0.728423,0.161313,0
11,71,1070,0.443046,0.073849,0.285403,0.037287,0.70839,0.165676,0
11,72,1071,0.445121,0.060934,0.268327,0.039361,0.726783,0.175724,0
11,73,1072,0.435384,0.082397,0.26326,0.034541,0.712013,0.176243,0
11,74,1073,0.438863,0.083779,0.262593,0.040171,0.71676,0.171779,0
11,75,1074,0.455103,0.087178,0.26311,0.031919,0.720072,0.165793,0
11,76,1075,0.441686,0.077156,0.266949,0.045129,0.714361,0.160336,0
11,77,1076,0.434906,0.070668,0.272804,0.041978,0.709502,0.169482,0
11,78,1077,0.452197,0.065431,0.265766,0.041302,0.708915,0.167907,0
11,79,1078,0.461179,0.084075,0.266711,0.038428,0.679556,0.165701,0
11,80,1079,0.447579,0.081899,0.278803,0.039105,0.741045,0.169025,0
11,81,1080,0.442273,0.081361,0.260022,0.038008,0.711668,0.164911,0
11,82,1081,0.457616,0.076725,0.27719,0.033734,0.696859,0.160287,0
11,83,1082,0.439879,0.075977,0.265812,0.041471,0.707708,0.164339,0
11,84,1083,0.457625,0.078795,0.261591,0.044115,0.706337,0.17603,0
11,85,1084,0.430815,0.089768,0.270578,0.037864,0.724754,0.171694,0
11,86,1085,0.448935,0.072371,0.272781,0.039058,0.716572,0.166572,0
11,87,1086,0.453604,0.085729,0.262967,0.041354,0.718306,0.167469,0
11,88,1087,0.43784,0.067565,0.278654,0.040601,0.71268,0.154249,0
11,89,1088,0.465305,0.074747,0.27427,0.0372,0.713623,0.174648,0
11,90,1089,0.459731,0.078448,0.27606,0.036369,0.72976,0.168972,0
11,91,1090,0.440445,0.078192,0.263759,0.042938,0.710363,0.158321,0
11,92,1091,0.45163,0.072422,0.269671,0.039636,0.711943,0.1699,0
11,93,1092,0.442164,0.080286,0.280362,0.045826,0.696282,0.165142,0
11,94,1093,0.455479,0.079893,0.268539,0.044593,0.727096,0.174158,0
11,95,1094,0.452971,0.0822,0.265655,0.037655,0.72608,0.177165,0
11,96,1095,0.448759,0.080533,0.262971,0.046584,0.717465,0.170338,0
11,97,1096,0.444316,0.071813,0.265741,0.033084,0.721294,0.16964,0
11,98,1097,0.452765,0.072381,0.268723,0.041828,0.690853,0.1712,0
11,99,1098,0.433466,0.085196,0.257803,0.032419,0.71376,0.164578,0
11,100,1099,0.425135,0.072839,0.262428,0.042219,0.727626,0.173647,0
12,1,1100,0.448909,0.085353,0.27687,0.040852,0.697726,0.163848,0
12,2,1101,0.433472,0.082693,0.263521,0.034263,0.730256,0.169736,0
12,3,1102,0.465374,0.077838,0.278119,0.042555,0.705589,0.163862,0
12,4,1103,0.426081,0.080689,0.26594,0.034837,0.714901,0.158812,0
